# x1 x2 x3
# 11 3
# 11 3
 0.00000000e+00  2.35374413e+11  4.63375929e+07
 1.00000000e+00  4.35069151e+11  7.96866766e+08
 2.00000000e+00  5.75791107e+11  2.05685241e+09
 3.00000000e+00  6.67438042e+11  3.87033069e+09
 4.00000000e+00  7.43649406e+11  4.77818603e+09
 5.00000000e+00  8.03983737e+11  5.30909559e+09
 6.00000000e+00  8.37404395e+11  7.28271000e+09
 7.00000000e+00  8.73408465e+11  8.09190000e+09
 8.00000000e+00  9.13810694e+11  7.28271000e+09
 1.00000000e+01  9.55457312e+11  8.99100000e+09
 5.20000000e+01  1.16167422e+12  1.11000000e+10
