# aMin aMax eMin eMax fluence r.err
# 175 6
# 7 25 6
 0.00000000e+00  1.00000000e+01  0.00000000e+00  2.00000000e-01  3.07160000e+13  1.00000000e-04
 0.00000000e+00  1.00000000e+01  2.00000000e-01  4.00000000e-01  2.04900000e+13  2.00000000e-04
 0.00000000e+00  1.00000000e+01  4.00000000e-01  6.00000000e-01  1.98338000e+13  2.00000000e-04
 0.00000000e+00  1.00000000e+01  6.00000000e-01  8.00000000e-01  1.65898000e+13  2.00000000e-04
 0.00000000e+00  1.00000000e+01  8.00000000e-01  1.00000000e+00  1.74582000e+13  2.00000000e-04
 0.00000000e+00  1.00000000e+01  1.00000000e+00  2.00000000e+00  9.60910000e+13  1.00000000e-04
 0.00000000e+00  1.00000000e+01  2.00000000e+00  4.00000000e+00  1.85238000e+14  1.00000000e-04
 0.00000000e+00  1.00000000e+01  4.00000000e+00  6.00000000e+00  1.48548000e+14  1.00000000e-04
 0.00000000e+00  1.00000000e+01  6.00000000e+00  8.00000000e+00  1.15620000e+14  1.00000000e-04
 0.00000000e+00  1.00000000e+01  8.00000000e+00  1.00000000e+01  9.07960000e+13  1.00000000e-04
 0.00000000e+00  1.00000000e+01  1.00000000e+01  1.20000000e+01  7.24480000e+13  1.00000000e-04
 0.00000000e+00  1.00000000e+01  1.20000000e+01  1.40000000e+01  5.87080000e+13  1.00000000e-04
 0.00000000e+00  1.00000000e+01  1.40000000e+01  1.60000000e+01  4.82220000e+13  1.00000000e-04
 0.00000000e+00  1.00000000e+01  1.60000000e+01  1.80000000e+01  4.00560000e+13  1.00000000e-04
 0.00000000e+00  1.00000000e+01  1.80000000e+01  2.00000000e+01  3.35620000e+13  1.00000000e-04
 0.00000000e+00  1.00000000e+01  2.00000000e+01  2.20000000e+01  2.83100000e+13  1.00000000e-04
 0.00000000e+00  1.00000000e+01  2.20000000e+01  2.40000000e+01  2.36740000e+13  2.00000000e-04
 0.00000000e+00  1.00000000e+01  2.40000000e+01  2.60000000e+01  2.01720000e+13  2.00000000e-04
 0.00000000e+00  1.00000000e+01  2.60000000e+01  2.80000000e+01  1.72250000e+13  2.00000000e-04
 0.00000000e+00  1.00000000e+01  2.80000000e+01  3.00000000e+01  1.44026000e+13  2.00000000e-04
 0.00000000e+00  1.00000000e+01  3.00000000e+01  3.20000000e+01  1.17726000e+13  2.00000000e-04
 0.00000000e+00  1.00000000e+01  3.20000000e+01  3.40000000e+01  9.25180000e+12  2.00000000e-04
 0.00000000e+00  1.00000000e+01  3.40000000e+01  3.60000000e+01  6.67220000e+12  3.00000000e-04
 0.00000000e+00  1.00000000e+01  3.60000000e+01  3.80000000e+01  3.81860000e+12  4.00000000e-04
 0.00000000e+00  1.00000000e+01  3.80000000e+01  4.00000000e+01  8.35180000e+11  9.00000000e-04
 1.00000000e+01  2.00000000e+01  0.00000000e+00  2.00000000e-01  8.87020000e+13  1.00000000e-04
 1.00000000e+01  2.00000000e+01  2.00000000e-01  4.00000000e-01  5.82680000e+13  1.00000000e-04
 1.00000000e+01  2.00000000e+01  4.00000000e-01  6.00000000e-01  5.15100000e+13  1.00000000e-04
 1.00000000e+01  2.00000000e+01  6.00000000e-01  8.00000000e-01  3.79160000e+13  1.00000000e-04
