#  [JENDL-5    300 K], Ra-226, MT =  16 (n,2n)
#    energy (eV)  cross sec. (b)
    8.760546e+01    1.767558e+01
    8.761331e+01    1.852169e+01
    8.762117e+01    1.944621e+01
    8.762903e+01    2.045899e+01
    8.763819e+01    2.176703e+01
    8.764605e+01    2.301107e+01
    8.765391e+01    2.438359e+01
    8.766176e+01    2.590070e+01
    8.766962e+01    2.758037e+01
    8.767724e+01    2.938374e+01
    8.768439e+01    3.124940e+01
    8.769154e+01    3.330241e+01
    8.769868e+01    3.556293e+01
    8.770583e+01    3.805291e+01
    8.771298e+01    4.079626e+01
    8.772028e+01    4.388701e+01
    8.772758e+01    4.729894e+01
    8.773488e+01    5.106420e+01
    8.774219e+01    5.521725e+01
    8.774949e+01    5.979494e+01
    8.775577e+01    6.410688e+01
    8.776155e+01    6.839706e+01
    8.776733e+01    7.302161e+01
    8.777311e+01    7.800284e+01
    8.777889e+01    8.336381e+01
    8.778467e+01    8.912837e+01
    8.779045e+01    9.532101e+01
    8.779623e+01    1.019668e+02
    8.780201e+01    1.090915e+02
    8.780779e+01    1.167209e+02
    8.781357e+01    1.248813e+02
    8.781966e+01    1.340719e+02
    8.782574e+01    1.439105e+02
    8.783182e+01    1.544277e+02
    8.783790e+01    1.656534e+02
    8.784399e+01    1.776169e+02
    8.785007e+01    1.903464e+02
    8.785615e+01    2.038688e+02
    8.786518e+01    2.254447e+02
    8.787400e+01    2.483557e+02
    8.788283e+01    2.731177e+02
    8.789165e+01    2.997760e+02
    8.790048e+01    3.283606e+02
    8.790930e+01    3.588835e+02
    8.791792e+01    3.905814e+02
    8.792942e+01    4.356630e+02
    8.794092e+01    4.838447e+02
    8.795243e+01    5.349245e+02
    8.796508e+01    5.941211e+02
    8.797974e+01    6.660431e+02
    8.800625e+01    8.019321e+02
    8.803764e+01    9.636197e+02
    8.805604e+01    1.053129e+03
    8.806984e+01    1.115257e+03
    8.808364e+01    1.171579e+03
    8.809882e+01    1.225291e+03
    8.810940e+01    1.256819e+03
    8.812320e+01    1.289801e+03
    8.813700e+01    1.312819e+03
    8.814758e+01    1.323347e+03
    8.815968e+01    1.327587e+03
    8.816903e+01    1.325110e+03
    8.817932e+01    1.316620e+03
    8.819358e+01    1.295114e+03
    8.820738e+01    1.264040e+03
    8.822210e+01    1.220660e+03
    8.823452e+01    1.176708e+03
    8.824786e+01    1.123029e+03
    8.825706e+01    1.082690e+03
    8.827546e+01    9.956639e+02
    8.829978e+01    8.723533e+02
    8.833624e+01    6.844409e+02
    8.835320e+01    6.007960e+02
    8.836758e+01    5.335221e+02
    8.837908e+01    4.826175e+02
    8.839057e+01    4.346089e+02
    8.840207e+01    3.896941e+02
    8.841070e+01    3.581151e+02
    8.841933e+01    3.283737e+02
    8.842795e+01    3.004765e+02
    8.843658e+01    2.744121e+02
    8.844337e+01    2.551639e+02
    8.845120e+01    2.343305e+02
    8.845903e+01    2.149215e+02
    8.846686e+01    1.968918e+02
    8.847469e+01    1.801904e+02
    8.848252e+01    1.647614e+02
    8.849035e+01    1.505451e+02
    8.849818e+01    1.374792e+02
    8.850414e+01    1.282737e+02
    8.851025e+01    1.194393e+02
    8.851637e+01    1.112069e+02
    8.852249e+01    1.035456e+02
    8.852861e+01    9.642472e+01
    8.853473e+01    8.981395e+01
    8.854085e+01    8.368367e+01
    8.854697e+01    7.800498e+01
    8.855309e+01    7.274982e+01
    8.855921e+01    6.789106e+01
    8.856532e+01    6.340254e+01
    8.857169e+01    5.909961e+01
    8.857818e+01    5.507003e+01
    8.858466e+01    5.137334e+01
    8.859115e+01    4.798386e+01
    8.859764e+01    4.487738e+01
    8.860413e+01    4.203112e+01
    8.861062e+01    3.942373e+01
    8.861710e+01    3.703530e+01
    8.862359e+01    3.484725e+01
    8.863008e+01    3.284233e+01
    8.863657e+01    3.100456e+01
    8.864456e+01    2.894691e+01
    8.865256e+01    2.709574e+01
    8.866056e+01    2.542825e+01
    8.866856e+01    2.392400e+01
    8.867656e+01    2.256465e+01
    8.868456e+01    2.133386e+01
    8.869256e+01    2.021706e+01
    8.870056e+01    1.920133e+01
    8.871122e+01    1.798463e+01
    8.872189e+01    1.690386e+01
    8.873371e+01    1.584084e+01
    8.874553e+01    1.489774e+01
    8.875735e+01    1.405582e+01
    8.876917e+01    1.329966e+01
    8.878099e+01    1.261653e+01
    8.879281e+01    1.199594e+01
    8.880463e+01    1.142925e+01
    8.881645e+01    1.090929e+01
    8.883088e+01    1.032952e+01
    8.884531e+01    9.801737e+00
    8.885973e+01    9.318803e+00
    8.888137e+01    8.666107e+00
    8.890301e+01    8.086083e+00
    8.892464e+01    7.566981e+00
    8.894881e+01    7.048179e+00
    8.897423e+01    6.561048e+00
    8.899965e+01    6.125142e+00
    8.902507e+01    5.733101e+00
    8.905049e+01    5.378939e+00
    8.907676e+01    5.047607e+00
    8.910470e+01    4.728607e+00
    8.913265e+01    4.439757e+00
    8.916059e+01    4.177263e+00
    8.918854e+01    3.937927e+00
    8.921648e+01    3.719034e+00
    8.925258e+01    3.462834e+00
    8.928867e+01    3.232701e+00
    8.932477e+01    3.025151e+00
    8.936086e+01    2.837273e+00
    8.939696e+01    2.666620e+00
    8.943586e+01    2.499605e+00
    8.947617e+01    2.342789e+00
    8.951648e+01    2.200449e+00
    8.955678e+01    2.070836e+00
    8.959709e+01    1.952460e+00
    8.963950e+01    1.838636e+00
    8.968613e+01    1.724724e+00
    8.973275e+01    1.621165e+00
    8.977937e+01    1.526731e+00
    8.982600e+01    1.440375e+00
    8.987262e+01    1.361195e+00
    8.993012e+01    1.272286e+00
    8.998761e+01    1.191864e+00
    9.004511e+01    1.118875e+00
    9.010260e+01    1.052426e+00
    9.016010e+01    9.917539e-01
    9.022174e+01    9.323777e-01
    9.028547e+01    8.764636e-01
    9.034919e+01    8.254575e-01
    9.041292e+01    7.787998e-01
    9.047664e+01    7.360075e-01
    9.054504e+01    6.938984e-01
    9.062281e+01    6.502884e-01
    9.070057e+01    6.106789e-01
    9.077834e+01    5.745951e-01
    9.085610e+01    5.416311e-01
    9.093387e+01    5.114380e-01
    9.102524e+01    4.790980e-01
    9.111661e+01    4.497472e-01
    9.120798e+01    4.230257e-01
    9.129934e+01    3.986263e-01
    9.139071e+01    3.762872e-01
    9.148813e+01    3.544864e-01
    9.158857e+01    3.339452e-01
    9.168900e+01    3.151497e-01
    9.178944e+01    2.979083e-01
    9.188988e+01    2.820551e-01
    9.200009e+01    2.660845e-01
    9.212984e+01    2.489728e-01
    9.225960e+01    2.334702e-01
    9.238935e+01    2.193823e-01
    9.251910e+01    2.065430e-01
    9.264885e+01    1.948094e-01
    9.279372e+01    1.828647e-01
    9.293859e+01    1.719989e-01
    9.308346e+01    1.620869e-01
    9.322832e+01    1.530180e-01
    9.337319e+01    1.446977e-01
    9.353317e+01    1.362842e-01
    9.370071e+01    1.282478e-01
    9.386826e+01    1.209135e-01
    9.403580e+01    1.142017e-01
    9.420334e+01    1.080445e-01
    9.438528e+01    1.019205e-01
    9.459601e+01    9.547653e-02
    9.480675e+01    8.963296e-02
    9.501749e+01    8.431862e-02
    9.522823e+01    7.947453e-02
    9.543896e+01    7.504874e-02
    9.566383e+01    7.073485e-02
    9.588870e+01    6.679463e-02
    9.611357e+01    6.318619e-02
    9.633844e+01    5.987332e-02
    9.663826e+01    5.586244e-02
    9.693634e+01    5.227837e-02
    9.723442e+01    4.904425e-02
    9.753250e+01    4.611606e-02
    9.783058e+01    4.345652e-02
    9.810227e+01    4.123952e-02
    9.837395e+01    3.919852e-02
    9.878149e+01    3.642945e-02
    9.920610e+01    3.386610e-02
    9.963924e+01    3.154062e-02
    1.000724e+02    2.946654e-02
    1.005055e+02    2.760907e-02
    1.009387e+02    2.593923e-02
    1.013929e+02    2.436330e-02
    1.018892e+02    2.281997e-02
    1.023855e+02    2.143673e-02
    1.028618e+02    2.024036e-02
    1.033280e+02    1.917823e-02
    1.037943e+02    1.821118e-02
    1.044159e+02    1.705112e-02
    1.050375e+02    1.601921e-02
    1.055776e+02    1.521281e-02
    1.061177e+02    1.448061e-02
    1.068249e+02    1.361733e-02
    1.075191e+02    1.286269e-02
    1.081873e+02    1.221143e-02
    1.088296e+02    1.164896e-02
    1.094459e+02    1.115549e-02
    1.103314e+02    1.051943e-02
    1.110413e+02    1.006446e-02
    1.120623e+02    9.484678e-03
    1.129955e+02    9.020196e-03
    1.139286e+02    8.609151e-03
    1.150456e+02    8.178481e-03
    1.162600e+02    7.773245e-03
    1.174859e+02    7.418686e-03
    1.185874e+02    7.142838e-03
    1.197937e+02    6.879430e-03
    1.210583e+02    6.641913e-03
    1.223347e+02    6.435576e-03
    1.236292e+02    6.257466e-03
    1.249358e+02    6.106035e-03
    1.266984e+02    5.941090e-03
    1.284612e+02    5.816838e-03
    1.301152e+02    5.734951e-03
    1.316728e+02    5.687097e-03
    1.332304e+02    5.667831e-03
    1.346402e+02    5.676963e-03
    1.360631e+02    5.712366e-03
    1.374995e+02    5.781256e-03
    1.389493e+02    5.890381e-03
    1.400288e+02    6.004855e-03
    1.410889e+02    6.153341e-03
    1.421507e+02    6.347566e-03
    1.428737e+02    6.514114e-03
    1.435966e+02    6.716223e-03
    1.443196e+02    6.963567e-03
    1.448560e+02    7.183599e-03
    1.453808e+02    7.437470e-03
    1.459055e+02    7.738506e-03
    1.462667e+02    7.979239e-03
    1.466391e+02    8.262196e-03
    1.470115e+02    8.586748e-03
    1.473840e+02    8.962551e-03
    1.477476e+02    9.389695e-03
    1.481024e+02    9.876700e-03
    1.483685e+02    1.029718e-02
    1.486346e+02    1.077408e-02
    1.489007e+02    1.131865e-02
    1.491315e+02    1.185666e-02
    1.493446e+02    1.241693e-02
    1.495577e+02    1.304855e-02
    1.497708e+02    1.376589e-02
    1.499839e+02    1.458594e-02
    1.501260e+02    1.519886e-02
    1.503209e+02    1.613974e-02
    1.504670e+02    1.693383e-02
    1.506132e+02    1.781729e-02
    1.507594e+02    1.880437e-02
    1.509055e+02    1.991166e-02
    1.510535e+02    2.117572e-02
    1.511645e+02    2.223367e-02
    1.512754e+02    2.340029e-02
    1.513864e+02    2.469100e-02
    1.514974e+02    2.612394e-02
    1.516123e+02    2.777996e-02
    1.517271e+02    2.964111e-02
    1.518133e+02    3.119297e-02
    1.518994e+02    3.289838e-02
    1.519568e+02    3.413090e-02
    1.520542e+02    3.641786e-02
    1.521272e+02    3.831710e-02
    1.522002e+02    4.039635e-02
    1.522732e+02    4.267929e-02
    1.523462e+02    4.519368e-02
    1.524282e+02    4.833301e-02
    1.524897e+02    5.093913e-02
    1.525511e+02    5.379146e-02
    1.526126e+02    5.692245e-02
    1.526741e+02    6.037006e-02
    1.527293e+02    6.377572e-02
    1.527846e+02    6.751137e-02
    1.528399e+02    7.162174e-02
    1.528951e+02    7.615954e-02
    1.529504e+02    8.118725e-02
    1.529980e+02    8.596759e-02
    1.530417e+02    9.078119e-02
    1.530855e+02    9.604778e-02
    1.531293e+02    1.018274e-01
    1.531730e+02    1.081907e-01
    1.532151e+02    1.149435e-01
    1.532540e+02    1.217917e-01
    1.532928e+02    1.293218e-01
    1.533316e+02    1.376308e-01
    1.533705e+02    1.468344e-01
    1.534093e+02    1.570715e-01
    1.534432e+02    1.669827e-01
    1.534771e+02    1.779457e-01
    1.535110e+02    1.901258e-01
    1.535449e+02    2.037266e-01
    1.535787e+02    2.190049e-01
    1.536080e+02    2.338189e-01
    1.536350e+02    2.490435e-01
    1.536620e+02    2.660735e-01
    1.536890e+02    2.853018e-01
    1.537070e+02    2.996028e-01
    1.537250e+02    3.153329e-01
    1.537422e+02    3.319036e-01
    1.537585e+02    3.493667e-01
    1.537748e+02    3.688342e-01
    1.537911e+02    3.907281e-01
    1.538034e+02    4.090585e-01
    1.538156e+02    4.293308e-01
    1.538278e+02    4.518780e-01
    1.538401e+02    4.770979e-01
    1.538523e+02    5.054651e-01
    1.538645e+02    5.375439e-01
    1.538747e+02    5.674888e-01
    1.538848e+02    6.009026e-01
    1.538950e+02    6.382992e-01
    1.539051e+02    6.802667e-01
    1.539153e+02    7.274763e-01
    1.539255e+02    7.806919e-01
    1.539322e+02    8.199299e-01
    1.539390e+02    8.625054e-01
    1.539458e+02    9.087263e-01
    1.539526e+02    9.589282e-01
    1.539593e+02    1.013472e+00
    1.539661e+02    1.072746e+00
    1.539729e+02    1.137172e+00
    1.539814e+02    1.226598e+00
    1.539900e+02    1.325948e+00
    1.539985e+02    1.436302e+00
    1.540071e+02    1.558828e+00
    1.540156e+02    1.694799e+00
    1.540242e+02    1.845588e+00
    1.540327e+02    2.012679e+00
    1.540413e+02    2.197659e+00
    1.540470e+02    2.331758e+00
    1.540556e+02    2.550407e+00
    1.540641e+02    2.791743e+00
    1.540718e+02    3.029670e+00
    1.540795e+02    3.289088e+00
    1.540872e+02    3.571608e+00
    1.540949e+02    3.878906e+00
    1.541025e+02    4.212738e+00
    1.541102e+02    4.574909e+00
    1.541179e+02    4.967289e+00
    1.541256e+02    5.391791e+00
    1.541333e+02    5.850388e+00
    1.541410e+02    6.345075e+00
    1.541461e+02    6.695911e+00
    1.541542e+02    7.288017e+00
    1.541623e+02    7.926575e+00
    1.541705e+02    8.614002e+00
    1.541786e+02    9.352655e+00
    1.541867e+02    1.014488e+01
    1.541948e+02    1.099291e+01
    1.542029e+02    1.189893e+01
    1.542111e+02    1.286497e+01
    1.542219e+02    1.424665e+01
    1.542327e+02    1.574192e+01
    1.542435e+02    1.735415e+01
    1.542543e+02    1.908590e+01
    1.542651e+02    2.093885e+01
    1.542781e+02    2.333545e+01
    1.542907e+02    2.581453e+01
    1.543033e+02    2.845417e+01
    1.543190e+02    3.197025e+01
    1.543340e+02    3.554281e+01
    1.543540e+02    4.058754e+01
    1.543771e+02    4.669769e+01
    1.544383e+02    6.353553e+01
    1.544592e+02    6.904395e+01
    1.544799e+02    7.412265e+01
    1.544965e+02    7.782295e+01
    1.545166e+02    8.177739e+01
    1.545332e+02    8.449900e+01
    1.545498e+02    8.668200e+01
    1.545652e+02    8.819217e+01
    1.545818e+02    8.921207e+01
    1.545976e+02    8.958828e+01
    1.545998e+02    8.959398e+01
    1.546163e+02    8.927091e+01
    1.546328e+02    8.830640e+01
    1.546505e+02    8.659480e+01
    1.546671e+02    8.438703e+01
    1.546849e+02    8.140531e+01
    1.546994e+02    7.859384e+01
    1.547194e+02    7.418035e+01
    1.547387e+02    6.946212e+01
    1.547594e+02    6.404685e+01
    1.548272e+02    4.545562e+01
    1.548475e+02    4.010485e+01
    1.548631e+02    3.618562e+01
    1.548794e+02    3.228316e+01
    1.548913e+02    2.959006e+01
    1.549032e+02    2.703221e+01
    1.549151e+02    2.461551e+01
    1.549278e+02    2.220434e+01
    1.549378e+02    2.040639e+01
    1.549479e+02    1.871351e+01
    1.549579e+02    1.712494e+01
    1.549680e+02    1.563924e+01
    1.549789e+02    1.413781e+01
    1.549874e+02    1.305542e+01
    1.549958e+02    1.204035e+01
    1.550043e+02    1.109049e+01
    1.550127e+02    1.020354e+01
    1.550212e+02    9.377103e+00
    1.550297e+02    8.608617e+00
    1.550381e+02    7.895484e+00
    1.550470e+02    7.199359e+00
    1.550541e+02    6.688911e+00
    1.550612e+02    6.211576e+00
    1.550682e+02    5.765786e+00
    1.550753e+02    5.349986e+00
    1.550823e+02    4.962635e+00
    1.550894e+02    4.602236e+00
    1.550965e+02    4.267304e+00
    1.551035e+02    3.956398e+00
    1.551106e+02    3.668116e+00
    1.551176e+02    3.401100e+00
    1.551260e+02    3.109803e+00
    1.551344e+02    2.844546e+00
    1.551428e+02    2.603324e+00
    1.551512e+02    2.384232e+00
    1.551596e+02    2.185473e+00
    1.551679e+02    2.005354e+00
    1.551763e+02    1.842287e+00
    1.551847e+02    1.694786e+00
    1.551931e+02    1.561468e+00
    1.552015e+02    1.441044e+00
    1.552071e+02    1.367334e+00
    1.552138e+02    1.285009e+00
    1.552205e+02    1.209202e+00
    1.552273e+02    1.139406e+00
    1.552340e+02    1.075145e+00
    1.552407e+02    1.015978e+00
    1.552474e+02    9.614934e-01
    1.552542e+02    9.113095e-01
    1.552609e+02    8.650726e-01
    1.552676e+02    8.224534e-01
    1.552777e+02    7.646519e-01
    1.552878e+02    7.133889e-01
    1.552979e+02    6.678441e-01
    1.553080e+02    6.272962e-01
    1.553185e+02    5.899273e-01
    1.553296e+02    5.545130e-01
    1.553407e+02    5.230681e-01
    1.553519e+02    4.950369e-01
    1.553630e+02    4.699419e-01
    1.553742e+02    4.473755e-01
    1.553853e+02    4.269887e-01
    1.553965e+02    4.084854e-01
    1.554113e+02    3.863129e-01
    1.554262e+02    3.665476e-01
    1.554429e+02    3.466533e-01
    1.554616e+02    3.269626e-01
    1.554802e+02    3.093916e-01
    1.554989e+02    2.935690e-01
    1.555175e+02    2.792087e-01
    1.555362e+02    2.660882e-01
    1.555642e+02    2.483600e-01
    1.555935e+02    2.318654e-01
    1.556255e+02    2.158613e-01
    1.556576e+02    2.016144e-01
    1.556897e+02    1.888494e-01
    1.557217e+02    1.773509e-01
    1.557538e+02    1.669460e-01
    1.557899e+02    1.563526e-01
    1.558260e+02    1.468022e-01
    1.558621e+02    1.381572e-01
    1.558983e+02    1.303031e-01
    1.559344e+02    1.231432e-01
    1.559768e+02    1.155086e-01
    1.560224e+02    1.081218e-01
    1.560681e+02    1.014682e-01
    1.561137e+02    9.545196e-02
    1.561593e+02    8.999283e-02
    1.562066e+02    8.484520e-02
    1.562573e+02    7.983763e-02
    1.563081e+02    7.529514e-02
    1.563588e+02    7.116117e-02
    1.564095e+02    6.738756e-02
    1.564603e+02    6.393318e-02
    1.565205e+02    6.019667e-02
    1.565808e+02    5.681021e-02
    1.566411e+02    5.373104e-02
    1.567013e+02    5.092285e-02
    1.567616e+02    4.835453e-02
    1.568301e+02    4.569379e-02
    1.569026e+02    4.313684e-02
    1.569752e+02    4.081765e-02
    1.570478e+02    3.870745e-02
    1.571204e+02    3.678178e-02
    1.571960e+02    3.494916e-02
    1.572777e+02    3.314539e-02
    1.573594e+02    3.150331e-02
    1.574411e+02    3.000417e-02
    1.575500e+02    2.820012e-02
    1.576485e+02    2.673529e-02
    1.577808e+02    2.498355e-02
    1.579131e+02    2.344151e-02
    1.580453e+02    2.207714e-02
    1.581776e+02    2.086402e-02
    1.583098e+02    1.978038e-02
    1.584566e+02    1.870797e-02
    1.586034e+02    1.775374e-02
    1.587502e+02    1.690151e-02
    1.588969e+02    1.613757e-02
    1.590927e+02    1.523592e-02
    1.592564e+02    1.456874e-02
    1.594201e+02    1.396938e-02
    1.595838e+02    1.342953e-02
    1.598294e+02    1.271669e-02
    1.600749e+02    1.210129e-02
    1.603205e+02    1.156540e-02
    1.605849e+02    1.106316e-02
    1.608588e+02    1.061204e-02
    1.611326e+02    1.021969e-02
    1.614978e+02    9.771166e-03
    1.618629e+02    9.393165e-03
    1.622431e+02    9.060570e-03
    1.626234e+02    8.779026e-03
    1.630036e+02    8.539818e-03
    1.635703e+02    8.245609e-03
    1.641297e+02    8.014254e-03
    1.646892e+02    7.829250e-03
    1.652393e+02    7.683881e-03
    1.659666e+02    7.535448e-03
    1.668119e+02    7.412340e-03
    1.677753e+02    7.323848e-03
    1.686575e+02    7.277473e-03
    1.698587e+02    7.256709e-03
    1.710600e+02    7.276591e-03
    1.724923e+02    7.341664e-03
    1.741362e+02    7.460998e-03
    1.759723e+02    7.639783e-03
    1.778343e+02    7.868998e-03
    1.795956e+02    8.125128e-03
    1.818378e+02    8.509260e-03
    1.835779e+02    8.854282e-03
    1.854933e+02    9.283498e-03
    1.875130e+02    9.799143e-03
    1.891655e+02    1.027647e-02
    1.912512e+02    1.096066e-02
    1.929261e+02    1.158589e-02
    1.943664e+02    1.218541e-02
    1.957704e+02    1.283552e-02
    1.973364e+02    1.364460e-02
    1.986931e+02    1.443323e-02
    2.000499e+02    1.531574e-02
    2.014656e+02    1.635532e-02
    2.024881e+02    1.719444e-02
    2.034218e+02    1.803649e-02
    2.042667e+02    1.886813e-02
    2.051410e+02    1.981645e-02
    2.060448e+02    2.089479e-02
    2.069077e+02    2.203853e-02
    2.077298e+02    2.326024e-02
    2.085606e+02    2.464646e-02
    2.094002e+02    2.623763e-02
    2.100368e+02    2.761599e-02
    2.106869e+02    2.921097e-02
    2.111204e+02    3.040848e-02
    2.115539e+02    3.174839e-02
    2.119544e+02    3.313514e-02
    2.123549e+02    3.470631e-02
    2.127554e+02    3.651959e-02
    2.130558e+02    3.808362e-02
    2.133036e+02    3.954354e-02
    2.135991e+02    4.153850e-02
    2.138207e+02    4.326438e-02
    2.140423e+02    4.524228e-02
    2.142639e+02    4.754215e-02
    2.144464e+02    4.974552e-02
    2.146095e+02    5.201141e-02
    2.147725e+02    5.463072e-02
    2.148812e+02    5.661862e-02
    2.149899e+02    5.884072e-02
    2.150986e+02    6.134143e-02
    2.152073e+02    6.417640e-02
    2.153213e+02    6.758659e-02
    2.154353e+02    7.154902e-02
    2.155113e+02    7.456529e-02
    2.155873e+02    7.794191e-02
    2.156633e+02    8.174443e-02
    2.157393e+02    8.605448e-02
    2.158153e+02    9.097493e-02
    2.158822e+02    9.591700e-02
    2.159491e+02    1.015478e-01
    2.160161e+02    1.080125e-01
    2.160607e+02    1.128761e-01
    2.161053e+02    1.182620e-01
    2.161499e+02    1.242544e-01
    2.161876e+02    1.298590e-01
    2.162336e+02    1.375103e-01
    2.162796e+02    1.462092e-01
    2.163103e+02    1.527041e-01
    2.163410e+02    1.598601e-01
    2.163717e+02    1.677955e-01
    2.164024e+02    1.766680e-01
    2.164286e+02    1.851579e-01
    2.164504e+02    1.929780e-01
    2.164722e+02    2.016430e-01
    2.164940e+02    2.113345e-01
    2.165158e+02    2.222908e-01
    2.165376e+02    2.348261e-01
    2.165539e+02    2.455091e-01
    2.165703e+02    2.575338e-01
    2.165866e+02    2.711743e-01
    2.166008e+02    2.845903e-01
    2.166139e+02    2.985283e-01
    2.166271e+02    3.141978e-01
    2.166402e+02    3.318898e-01
    2.166533e+02    3.519434e-01
    2.166664e+02    3.747543e-01
    2.166795e+02    4.007817e-01
    2.166883e+02    4.201796e-01
    2.166970e+02    4.414185e-01
    2.167058e+02    4.646933e-01
    2.167145e+02    4.902167e-01
    2.167233e+02    5.182225e-01
    2.167320e+02    5.489648e-01
    2.167422e+02    5.884803e-01
    2.167523e+02    6.325411e-01
    2.167625e+02    6.816716e-01
    2.167726e+02    7.364471e-01
    2.167828e+02    7.974969e-01
    2.167930e+02    8.655067e-01
    2.167997e+02    9.150802e-01
    2.168065e+02    9.683143e-01
    2.168133e+02    1.025458e+00
    2.168200e+02    1.086774e+00
    2.168268e+02    1.152538e+00
    2.168336e+02    1.223040e+00
    2.168434e+02    1.334693e+00
    2.168527e+02    1.449985e+00
    2.168619e+02    1.576396e+00
    2.168712e+02    1.714836e+00
    2.168804e+02    1.866265e+00
    2.168897e+02    2.031694e+00
    2.168989e+02    2.212180e+00
    2.169081e+02    2.408822e+00
    2.169174e+02    2.622761e+00
    2.169266e+02    2.855176e+00
    2.169359e+02    3.107284e+00
    2.169442e+02    3.352242e+00
    2.169520e+02    3.600136e+00
    2.169599e+02    3.864815e+00
    2.169704e+02    4.245225e+00
    2.169809e+02    4.658809e+00
    2.169914e+02    5.107480e+00
    2.170019e+02    5.593115e+00
    2.170123e+02    6.117567e+00
    2.170228e+02    6.682611e+00
    2.170314e+02    7.177156e+00
    2.170400e+02    7.700991e+00
    2.170529e+02    8.543467e+00
    2.170658e+02    9.456196e+00
    2.170787e+02    1.044128e+01
    2.170916e+02    1.150029e+01
    2.171032e+02    1.252010e+01
    2.171148e+02    1.360126e+01
    2.171303e+02    1.513787e+01
    2.171458e+02    1.678135e+01
    2.171599e+02    1.835845e+01
    2.171787e+02    2.060270e+01
    2.171976e+02    2.297865e+01
    2.172202e+02    2.597249e+01
    2.172571e+02    3.110620e+01
    2.173082e+02    3.832171e+01
    2.173298e+02    4.124700e+01
    2.173579e+02    4.480316e+01
    2.173779e+02    4.709593e+01
    2.173965e+02    4.900279e+01
    2.174168e+02    5.078741e+01
    2.174343e+02    5.205444e+01
    2.174553e+02    5.320432e+01
    2.174752e+02    5.390107e+01
    2.174950e+02    5.419972e+01
    2.174997e+02    5.421121e+01
    2.175190e+02    5.402052e+01
    2.175356e+02    5.355521e+01
    2.175560e+02    5.260918e+01
    2.175726e+02    5.155482e+01
    2.175918e+02    5.003474e+01
    2.176132e+02    4.799803e+01
    2.176318e+02    4.596818e+01
    2.176525e+02    4.347998e+01
    2.176767e+02    4.033025e+01
    2.177130e+02    3.530211e+01
    2.177683e+02    2.750637e+01
    2.177913e+02    2.439200e+01
    2.178151e+02    2.133366e+01
    2.178345e+02    1.899205e+01
    2.178479e+02    1.745666e+01
    2.178613e+02    1.599684e+01
    2.178747e+02    1.461549e+01
    2.178874e+02    1.338162e+01
    2.179000e+02    1.222049e+01
    2.179127e+02    1.113213e+01
    2.179254e+02    1.011595e+01
    2.179381e+02    9.170770e+00
    2.179470e+02    8.546894e+00
    2.179565e+02    7.926173e+00
    2.179659e+02    7.341846e+00
    2.179753e+02    6.792858e+00
    2.179847e+02    6.278064e+00
    2.179941e+02    5.796265e+00
    2.180035e+02    5.346187e+00
    2.180129e+02    4.926518e+00
    2.180232e+02    4.500711e+00
    2.180316e+02    4.178416e+00
    2.180400e+02    3.877026e+00
    2.180484e+02    3.595571e+00
    2.180568e+02    3.333084e+00
    2.180651e+02    3.088609e+00
    2.180735e+02    2.861206e+00
    2.180819e+02    2.649948e+00
    2.180903e+02    2.453932e+00
    2.180987e+02    2.272277e+00
    2.181071e+02    2.104128e+00
    2.181172e+02    1.918402e+00
    2.181239e+02    1.804113e+00
    2.181306e+02    1.696982e+00
    2.181373e+02    1.596628e+00
    2.181441e+02    1.502682e+00
    2.181508e+02    1.414790e+00
    2.181575e+02    1.332611e+00
    2.181643e+02    1.255816e+00
    2.181710e+02    1.184090e+00
    2.181777e+02    1.117135e+00
    2.181845e+02    1.054662e+00
    2.181912e+02    9.963979e-01
    2.182013e+02    9.163264e-01
    2.182114e+02    8.443133e-01
    2.182185e+02    7.982033e-01
    2.182259e+02    7.534023e-01
    2.182333e+02    7.120115e-01
    2.182407e+02    6.737792e-01
    2.182482e+02    6.384696e-01
    2.182556e+02    6.058617e-01
    2.182630e+02    5.757492e-01
    2.182742e+02    5.348419e-01
    2.182853e+02    4.985224e-01
    2.182965e+02    4.662575e-01
    2.183076e+02    4.375689e-01
    2.183188e+02    4.120309e-01
    2.183299e+02    3.892645e-01
    2.183429e+02    3.656971e-01
    2.183569e+02    3.435902e-01
    2.183709e+02    3.242809e-01
    2.183849e+02    3.073436e-01
    2.183989e+02    2.924177e-01
    2.184129e+02    2.791980e-01
    2.184269e+02    2.674272e-01
    2.184455e+02    2.536177e-01
    2.184642e+02    2.415835e-01
    2.184828e+02    2.309931e-01
    2.185025e+02    2.211151e-01
    2.185221e+02    2.123094e-01
    2.185483e+02    2.019200e-01
    2.185745e+02    1.927759e-01
    2.186006e+02    1.846345e-01
    2.186268e+02    1.773174e-01
    2.186661e+02    1.676038e-01
    2.186923e+02    1.618292e-01
    2.187326e+02    1.538427e-01
    2.187730e+02    1.467887e-01
    2.188133e+02    1.405174e-01
    2.188537e+02    1.349122e-01
    2.189142e+02    1.275544e-01
    2.189747e+02    1.212434e-01
    2.190328e+02    1.159895e-01
    2.190863e+02    1.117486e-01
    2.191576e+02    1.068289e-01
    2.192289e+02    1.026114e-01
    2.193001e+02    9.897678e-02
    2.193714e+02    9.583079e-02
    2.194783e+02    9.186709e-02
    2.195853e+02    8.863959e-02
    2.196820e+02    8.623051e-02
    2.197788e+02    8.422141e-02
    2.199239e+02    8.181854e-02
