#  [JENDL-5    300 K], Ra-226, MT =  16 (n,2n)
#    energy (eV)  cross sec. (b)
    3.784636e+02    7.070992e-01
    3.785463e+02    6.648092e-01
    3.786290e+02    6.265287e-01
    3.787117e+02    5.917632e-01
    3.787944e+02    5.600934e-01
    3.788771e+02    5.311612e-01
    3.789703e+02    5.014474e-01
    3.790635e+02    4.744478e-01
    3.791567e+02    4.498429e-01
    3.792500e+02    4.273594e-01
    3.793742e+02    4.002797e-01
    3.794919e+02    3.773050e-01
    3.796096e+02    3.565836e-01
    3.797273e+02    3.378349e-01
    3.798450e+02    3.208211e-01
    3.799627e+02    3.053401e-01
    3.800892e+02    2.902097e-01
    3.802202e+02    2.760106e-01
    3.803511e+02    2.631237e-01
    3.805257e+02    2.477275e-01
    3.807003e+02    2.341034e-01
    3.808713e+02    2.222378e-01
    3.810424e+02    2.116492e-01
    3.812135e+02    2.021794e-01
    3.813845e+02    1.936939e-01
    3.816126e+02    1.837124e-01
    3.818252e+02    1.755953e-01
    3.820379e+02    1.684747e-01
    3.822506e+02    1.622297e-01
    3.824632e+02    1.567576e-01
    3.826759e+02    1.519725e-01
    3.829949e+02    1.459312e-01
    3.833138e+02    1.410864e-01
    3.836365e+02    1.372472e-01
    3.839593e+02    1.343490e-01
    3.842820e+02    1.322988e-01
    3.846047e+02    1.310292e-01
    3.849274e+02    1.304912e-01
    3.850349e+02    1.304694e-01
    3.853727e+02    1.309031e-01
    3.857104e+02    1.320890e-01
    3.860481e+02    1.340179e-01
    3.863858e+02    1.366963e-01
    3.867235e+02    1.401733e-01
    3.870148e+02    1.438562e-01
    3.873723e+02    1.493020e-01
    3.877297e+02    1.558651e-01
    3.879978e+02    1.616005e-01
    3.882659e+02    1.681098e-01
    3.885836e+02    1.769435e-01
    3.889013e+02    1.871512e-01
    3.892190e+02    1.989411e-01
    3.894308e+02    2.078054e-01
    3.896426e+02    2.175768e-01
    3.898545e+02    2.283602e-01
    3.900810e+02    2.411577e-01
    3.903223e+02    2.564305e-01
    3.905635e+02    2.736573e-01
    3.907445e+02    2.880454e-01
    3.909254e+02    3.038640e-01
    3.911046e+02    3.211163e-01
    3.912838e+02    3.401594e-01
    3.914630e+02    3.612384e-01
    3.916421e+02    3.846433e-01
    3.918213e+02    4.107187e-01
    3.919906e+02    4.381814e-01
    3.921550e+02    4.678647e-01
    3.923193e+02    5.009760e-01
    3.924837e+02    5.380540e-01
    3.926481e+02    5.797559e-01
    3.927577e+02    6.105169e-01
    3.929023e+02    6.552911e-01
    3.930108e+02    6.924032e-01
    3.931193e+02    7.329565e-01
    3.932277e+02    7.773875e-01
    3.933362e+02    8.262051e-01
    3.934533e+02    8.845170e-01
    3.935704e+02    9.495318e-01
    3.936582e+02    1.003331e+00
    3.937461e+02    1.062037e+00
    3.938326e+02    1.125289e+00
    3.939166e+02    1.192444e+00
    3.940005e+02    1.266043e+00
    3.941013e+02    1.364087e+00
    3.941741e+02    1.442435e+00
    3.942580e+02    1.541850e+00
    3.943420e+02    1.652310e+00
    3.944070e+02    1.746527e+00
    3.944829e+02    1.867395e+00
    3.945587e+02    2.001757e+00
    3.946151e+02    2.111554e+00
    3.946801e+02    2.250309e+00
    3.947451e+02    2.403786e+00
    3.948102e+02    2.574215e+00
    3.948535e+02    2.698557e+00
    3.949077e+02    2.867651e+00
    3.949619e+02    3.053957e+00
    3.950106e+02    3.238417e+00
    3.950594e+02    3.441069e+00
    3.951081e+02    3.664541e+00
    3.951569e+02    3.911992e+00
    3.952056e+02    4.187265e+00
    3.952539e+02    4.491521e+00
    3.953018e+02    4.831289e+00
    3.953338e+02    5.081813e+00
    3.953651e+02    5.348909e+00
    3.953959e+02    5.634037e+00
    3.954266e+02    5.945412e+00
    3.954573e+02    6.286736e+00
    3.954880e+02    6.662408e+00
    3.955188e+02    7.077668e+00
    3.955495e+02    7.538774e+00
    3.955802e+02    8.053201e+00
    3.956033e+02    8.479323e+00
    3.956263e+02    8.944814e+00
    3.956493e+02    9.454683e+00
    3.956724e+02    1.001462e+01
    3.956954e+02    1.063110e+01
    3.957185e+02    1.131143e+01
    3.957415e+02    1.206388e+01
    3.957646e+02    1.289771e+01
    3.957876e+02    1.382333e+01
    3.958107e+02    1.485228e+01
    3.958337e+02    1.599735e+01
    3.958567e+02    1.727261e+01
    3.958798e+02    1.869346e+01
    3.959028e+02    2.027655e+01
    3.959182e+02    2.143088e+01
    3.959336e+02    2.267089e+01
    3.959489e+02    2.400239e+01
    3.959643e+02    2.543140e+01
    3.959796e+02    2.696413e+01
    3.959950e+02    2.860691e+01
    3.960104e+02    3.036619e+01
    3.960257e+02    3.224846e+01
    3.960411e+02    3.426024e+01
    3.960641e+02    3.753490e+01
    3.960872e+02    4.113685e+01
    3.961056e+02    4.426778e+01
    3.961241e+02    4.763087e+01
    3.961425e+02    5.123494e+01
    3.961609e+02    5.508766e+01
    3.961855e+02    6.062217e+01
    3.962101e+02    6.662039e+01
    3.962347e+02    7.308679e+01
    3.962592e+02    8.001876e+01
    3.962838e+02    8.740561e+01
    3.963084e+02    9.522767e+01
    3.963453e+02    1.077096e+02
    3.963821e+02    1.209591e+02
    3.964374e+02    1.418265e+02
    3.965198e+02    1.732865e+02
    3.965567e+02    1.866713e+02
    3.965935e+02    1.991007e+02
    3.966304e+02    2.102023e+02
    3.966673e+02    2.196242e+02
    3.966968e+02    2.257409e+02
    3.967263e+02    2.304480e+02
    3.967558e+02    2.336409e+02
    3.967853e+02    2.352463e+02
    3.967999e+02    2.354409e+02
    3.968237e+02    2.348999e+02
    3.968418e+02    2.337853e+02
    3.968737e+02    2.303612e+02
    3.969057e+02    2.251632e+02
    3.969303e+02    2.200416e+02
    3.969671e+02    2.107144e+02
    3.970040e+02    1.996926e+02
    3.970409e+02    1.873265e+02
    3.970900e+02    1.693902e+02
    3.972056e+02    1.253285e+02
    3.972424e+02    1.118818e+02
    3.972793e+02    9.914470e+01
    3.973039e+02    9.112861e+01
    3.973285e+02    8.353420e+01
    3.973530e+02    7.638564e+01
    3.973776e+02    6.969781e+01
    3.974022e+02    6.347704e+01
    3.974268e+02    5.772215e+01
    3.974452e+02    5.370728e+01
    3.974637e+02    4.994490e+01
    3.974832e+02    4.621635e+01
    3.975051e+02    4.236529e+01
    3.975270e+02    3.883297e+01
    3.975489e+02    3.560249e+01
    3.975708e+02    3.265584e+01
    3.975927e+02    2.997450e+01
    3.976081e+02    2.824116e+01
    3.976234e+02    2.662275e+01
    3.976388e+02    2.511286e+01
    3.976542e+02    2.370521e+01
    3.976695e+02    2.239364e+01
    3.976849e+02    2.117221e+01
    3.977079e+02    1.949648e+01
    3.977302e+02    1.803968e+01
    3.977521e+02    1.674882e+01
    3.977740e+02    1.558370e+01
    3.977959e+02    1.453156e+01
    3.978178e+02    1.358071e+01
    3.978397e+02    1.272050e+01
    3.978615e+02    1.194124e+01
    3.978834e+02    1.123423e+01
    3.979053e+02    1.059162e+01
    3.979272e+02    1.000638e+01
    3.979491e+02    9.472269e+00
    3.979722e+02    8.959161e+00
    3.979952e+02    8.490800e+00
    3.980259e+02    7.927291e+00
    3.980567e+02    7.424150e+00
    3.980874e+02    6.972758e+00
    3.981181e+02    6.565899e+00
    3.981488e+02    6.197532e+00
    3.981796e+02    5.862594e+00
    3.982136e+02    5.525235e+00
    3.982510e+02    5.190419e+00
    3.982884e+02    4.887748e+00
    3.983258e+02    4.612888e+00
    3.983632e+02    4.362257e+00
    3.984006e+02    4.132868e+00
    3.984380e+02    3.922213e+00
    3.984754e+02    3.728171e+00
    3.985150e+02    3.538705e+00
    3.985568e+02    3.354619e+00
    3.985987e+02    3.185169e+00
    3.986615e+02    2.955037e+00
    3.987242e+02    2.749870e+00
    3.987870e+02    2.566060e+00
    3.988519e+02    2.395182e+00
    3.989213e+02    2.231495e+00
    3.989906e+02    2.084481e+00
    3.990599e+02    1.951900e+00
    3.991293e+02    1.831884e+00
    3.991986e+02    1.722863e+00
    3.992760e+02    1.612513e+00
    3.993534e+02    1.512661e+00
    3.994308e+02    1.421996e+00
    3.995082e+02    1.339410e+00
    3.995857e+02    1.263956e+00
    3.996711e+02    1.187949e+00
    3.997607e+02    1.115610e+00
    3.998502e+02    1.049806e+00
    3.999397e+02    9.897646e-01
    4.000292e+02    9.348261e-01
    4.001257e+02    8.806801e-01
    4.002361e+02    8.244064e-01
    4.003465e+02    7.734575e-01
    4.004569e+02    7.271765e-01
    4.005673e+02    6.850057e-01
    4.006777e+02    6.464693e-01
    4.008001e+02    6.075121e-01
    4.009225e+02    5.720434e-01
    4.010448e+02    5.396566e-01
    4.011672e+02    5.100025e-01
    4.012896e+02    4.827799e-01
    4.014299e+02    4.542167e-01
    4.015792e+02    4.265819e-01
    4.017285e+02    4.014516e-01
    4.018779e+02    3.785310e-01
    4.020272e+02    3.575678e-01
    4.021852e+02    3.372732e-01
    4.023607e+02    3.167564e-01
    4.025361e+02    2.981086e-01
    4.027116e+02    2.811072e-01
    4.028870e+02    2.655621e-01
    4.030625e+02    2.513108e-01
    4.032554e+02    2.369710e-01
    4.034482e+02    2.238654e-01
    4.036411e+02    2.118560e-01
    4.038340e+02    2.008237e-01
    4.040912e+02    1.874567e-01
    4.043403e+02    1.757901e-01
    4.045894e+02    1.652225e-01
    4.048386e+02    1.556195e-01
    4.050877e+02    1.468669e-01
    4.053368e+02    1.388669e-01
    4.056053e+02    1.309910e-01
    4.058835e+02    1.235536e-01
    4.061617e+02    1.167667e-01
    4.064399e+02    1.105552e-01
    4.067180e+02    1.048539e-01
    4.070107e+02    9.934584e-02
    4.073325e+02    9.380798e-02
    4.076542e+02    8.875031e-02
    4.079760e+02    8.411836e-02
    4.084050e+02    7.852454e-02
    4.087433e+02    7.452703e-02
    4.091146e+02    7.050781e-02
    4.094860e+02    6.683059e-02
    4.098573e+02    6.345711e-02
    4.103524e+02    5.937632e-02
    4.108744e+02    5.552499e-02
    4.114231e+02    5.190324e-02
    4.119718e+02    4.865929e-02
    4.125205e+02    4.574280e-02
    4.130811e+02    4.305572e-02
    4.136535e+02    4.057668e-02
    4.142260e+02    3.833221e-02
    4.147985e+02    3.629339e-02
    4.154084e+02    3.431997e-02
    4.160557e+02    3.242261e-02
    4.167030e+02    3.070769e-02
    4.173504e+02    2.914534e-02
    4.179669e+02    2.778360e-02
    4.188455e+02    2.603270e-02
    4.197241e+02    2.447565e-02
    4.206101e+02    2.307419e-02
    4.214998e+02    2.181454e-02
    4.223894e+02    2.068377e-02
    4.233159e+02    1.962402e-02
    4.242423e+02    1.867275e-02
    4.248600e+02    1.809190e-02
    4.260195e+02    1.710374e-02
    4.271791e+02    1.623436e-02
    4.283386e+02    1.547238e-02
    4.294981e+02    1.479846e-02
    4.308811e+02    1.410175e-02
    4.322642e+02    1.351208e-02
    4.334791e+02    1.307408e-02
    4.346941e+02    1.270635e-02
    4.359091e+02    1.240724e-02
    4.371241e+02    1.217579e-02
    4.383940e+02    1.200846e-02
    4.396640e+02    1.192090e-02
    4.405106e+02    1.190980e-02
    4.416616e+02    1.196403e-02
    4.425249e+02    1.206456e-02
    4.434400e+02    1.223448e-02
    4.443812e+02    1.248876e-02
    4.453223e+02    1.283985e-02
    4.459619e+02    1.314455e-02
    4.466016e+02    1.351211e-02
    4.472413e+02    1.395552e-02
    4.478809e+02    1.448878e-02
    4.484953e+02    1.510256e-02
    4.489561e+02    1.564082e-02
    4.494169e+02    1.625743e-02
    4.498776e+02    1.696686e-02
    4.503384e+02    1.778721e-02
    4.507196e+02    1.856428e-02
    4.511009e+02    1.944521e-02
    4.514821e+02    2.044867e-02
    4.518633e+02    2.159978e-02
    4.522446e+02    2.292665e-02
    4.525611e+02    2.418678e-02
    4.528453e+02    2.546270e-02
    4.531295e+02    2.689860e-02
    4.534138e+02    2.852269e-02
    4.536980e+02    3.036961e-02
    4.538874e+02    3.174448e-02
    4.541354e+02    3.374561e-02
    4.543214e+02    3.541903e-02
    4.545074e+02    3.726342e-02
    4.546934e+02    3.930306e-02
    4.548795e+02    4.156632e-02
    4.550349e+02    4.365402e-02
    4.551904e+02    4.594452e-02
    4.553459e+02    4.846519e-02
    4.555014e+02    5.124850e-02
    4.556569e+02    5.433295e-02
    4.557921e+02    5.729471e-02
    4.559171e+02    6.029795e-02
    4.560421e+02    6.358822e-02
    4.561672e+02    6.720372e-02
    4.562922e+02    7.118937e-02
    4.563756e+02    7.407794e-02
    4.565107e+02    7.920923e-02
    4.566121e+02    8.346746e-02
    4.567135e+02    8.812659e-02
    4.568149e+02    9.323937e-02
    4.569163e+02    9.886768e-02
    4.570039e+02    1.042049e-01
    4.570916e+02    1.100371e-01
    4.571792e+02    1.164287e-01
    4.572669e+02    1.234551e-01
    4.573545e+02    1.312052e-01
    4.574361e+02    1.391574e-01
    4.575146e+02    1.475833e-01
    4.575931e+02    1.568727e-01
    4.576716e+02    1.671515e-01
    4.577501e+02    1.785698e-01
    4.578227e+02    1.902994e-01
    4.578834e+02    2.011131e-01
    4.579442e+02    2.129581e-01
    4.580050e+02    2.259759e-01
    4.580658e+02    2.403340e-01
    4.581266e+02    2.562337e-01
    4.581819e+02    2.722405e-01
    4.582372e+02    2.899469e-01
    4.582924e+02    3.096262e-01
    4.583477e+02    3.316208e-01
    4.584030e+02    3.563709e-01
    4.584528e+02    3.815034e-01
    4.584999e+02    4.082614e-01
    4.585313e+02    4.280538e-01
    4.585626e+02    4.497066e-01
    4.585940e+02    4.735515e-01
    4.586254e+02    5.000132e-01
    4.586567e+02    5.296403e-01
    4.586853e+02    5.599395e-01
    4.587110e+02    5.905452e-01
    4.587367e+02    6.249417e-01
    4.587624e+02    6.639150e-01
    4.587817e+02    6.967274e-01
    4.588010e+02    7.331535e-01
    4.588202e+02    7.737739e-01
    4.588395e+02    8.192673e-01
    4.588588e+02    8.704259e-01
    4.588781e+02    9.281715e-01
    4.588955e+02    9.868115e-01
    4.589129e+02    1.052585e+00
    4.589303e+02    1.126521e+00
    4.589477e+02    1.209781e+00
    4.589593e+02    1.271113e+00
    4.589709e+02    1.337602e+00
    4.589825e+02    1.409716e+00
    4.589941e+02    1.487957e+00
    4.590057e+02    1.572869e+00
    4.590173e+02    1.665036e+00
    4.590289e+02    1.765087e+00
    4.590405e+02    1.873696e+00
    4.590521e+02    1.991585e+00
    4.590637e+02    2.119527e+00
    4.590778e+02    2.289863e+00
    4.590919e+02    2.477880e+00
    4.591060e+02    2.685295e+00
    4.591201e+02    2.913946e+00
    4.591342e+02    3.165809e+00
    4.591483e+02    3.442988e+00
    4.591624e+02    3.747726e+00
    4.591765e+02    4.082393e+00
    4.591906e+02    4.449507e+00
    4.592047e+02    4.851714e+00
    4.592182e+02    5.271077e+00
    4.592304e+02    5.682711e+00
    4.592426e+02    6.126670e+00
    4.592548e+02    6.604958e+00
    4.592670e+02    7.119649e+00
    4.592792e+02    7.672853e+00
    4.592913e+02    8.266740e+00
    4.593035e+02    8.903508e+00
    4.593157e+02    9.585380e+00
    4.593279e+02    1.031461e+01
    4.593401e+02    1.109346e+01
    4.593515e+02    1.186465e+01
    4.593660e+02    1.292315e+01
    4.593806e+02    1.406232e+01
    4.593952e+02    1.528582e+01
    4.594097e+02    1.659719e+01
    4.594243e+02    1.799972e+01
    4.594389e+02    1.949656e+01
    4.594534e+02    2.109053e+01
    4.594720e+02    2.326599e+01
    4.594889e+02    2.539308e+01
    4.595058e+02    2.766056e+01
    4.595227e+02    3.007006e+01
    4.595453e+02    3.350444e+01
    4.595611e+02    3.607675e+01
    4.595817e+02    3.957873e+01
    4.596022e+02    4.327994e+01
    4.596227e+02    4.717108e+01
    4.596504e+02    5.270804e+01
    4.596853e+02    6.008174e+01
    4.597307e+02    7.016097e+01
    4.598240e+02    9.135931e+01
    4.598661e+02    1.004087e+02
    4.598995e+02    1.070453e+02
    4.599350e+02    1.133481e+02
    4.599644e+02    1.178607e+02
    4.599941e+02    1.216576e+02
    4.600238e+02    1.246011e+02
    4.600535e+02    1.266230e+02
    4.600782e+02    1.275688e+02
    4.600999e+02    1.278314e+02
    4.601262e+02    1.274347e+02
    4.601559e+02    1.260556e+02
    4.601846e+02    1.238136e+02
    4.602143e+02    1.206072e+02
    4.602440e+02    1.165723e+02
    4.602695e+02    1.125171e+02
    4.603017e+02    1.067261e+02
    4.603388e+02    9.928936e+01
    4.603760e+02    9.126916e+01
    4.604945e+02    6.444530e+01
    4.605296e+02    5.682541e+01
    4.605570e+02    5.115149e+01
    4.605849e+02    4.566536e+01
    4.606128e+02    4.051693e+01
    4.606358e+02    3.655701e+01
    4.606587e+02    3.285304e+01
    4.606759e+02    3.024622e+01
    4.606932e+02    2.778694e+01
    4.607110e+02    2.539388e+01
    4.607301e+02    2.300660e+01
    4.607492e+02    2.079408e+01
    4.607682e+02    1.875149e+01
    4.607810e+02    1.748126e+01
    4.607937e+02    1.628196e+01
    4.608064e+02    1.515149e+01
    4.608219e+02    1.386187e+01
    4.608374e+02    1.266711e+01
    4.608530e+02    1.156277e+01
    4.608685e+02    1.054432e+01
    4.608840e+02    9.607124e+00
    4.608957e+02    8.954766e+00
    4.609073e+02    8.343559e+00
    4.609189e+02    7.771575e+00
    4.609306e+02    7.236896e+00
    4.609443e+02    6.653823e+00
    4.609579e+02    6.116667e+00
    4.609716e+02    5.622514e+00
    4.609853e+02    5.168557e+00
    4.609990e+02    4.752078e+00
    4.610127e+02    4.370468e+00
    4.610263e+02    4.021235e+00
    4.610400e+02    3.701998e+00
    4.610537e+02    3.410492e+00
    4.610674e+02    3.144580e+00
    4.610815e+02    2.894602e+00
    4.610915e+02    2.731374e+00
    4.611015e+02    2.579041e+00
    4.611166e+02    2.369498e+00
    4.611316e+02    2.180816e+00
    4.611467e+02    2.011018e+00
    4.611617e+02    1.858280e+00
    4.611767e+02    1.720925e+00
    4.611918e+02    1.597416e+00
    4.612068e+02    1.486349e+00
    4.612218e+02    1.386444e+00
    4.612369e+02    1.296539e+00
    4.612498e+02    1.226324e+00
    4.612628e+02    1.162127e+00
    4.612757e+02    1.103388e+00
    4.612887e+02    1.049595e+00
    4.613016e+02    1.000279e+00
    4.613210e+02    9.337814e-01
    4.613404e+02    8.751354e-01
    4.613599e+02    8.232382e-01
    4.613793e+02    7.771412e-01
    4.613987e+02    7.360290e-01
    4.614181e+02    6.992036e-01
    4.614376e+02    6.660685e-01
    4.614574e+02    6.355444e-01
    4.614840e+02    5.988785e-01
    4.615107e+02    5.664676e-01
    4.615374e+02    5.375735e-01
    4.615641e+02    5.116068e-01
    4.615907e+02    4.880971e-01
    4.616307e+02    4.566357e-01
    4.616574e+02    4.377777e-01
    4.616900e+02    4.166519e-01
    4.617226e+02    3.973433e-01
    4.617715e+02    3.712498e-01
    4.618204e+02    3.480386e-01
    4.618693e+02    3.272311e-01
    4.619182e+02    3.084635e-01
    4.619782e+02    2.877995e-01
    4.620383e+02    2.693669e-01
    4.620983e+02    2.528378e-01
    4.621583e+02    2.379477e-01
    4.622183e+02    2.244798e-01
    4.622828e+02    2.113949e-01
    4.623495e+02    1.991693e-01
    4.624162e+02    1.881060e-01
    4.624829e+02    1.780608e-01
    4.625495e+02    1.689118e-01
    4.626219e+02    1.598792e-01
    4.627056e+02    1.504493e-01
    4.627892e+02    1.419723e-01
    4.628729e+02    1.343260e-01
    4.629566e+02    1.274081e-01
    4.630403e+02    1.211318e-01
    4.631287e+02    1.151188e-01
    4.632170e+02    1.096652e-01
    4.633349e+02    1.031562e-01
    4.634527e+02    9.740495e-02
    4.635538e+02    9.299784e-02
    4.636802e+02    8.808057e-02
    4.638065e+02    8.374277e-02
    4.639329e+02    7.991117e-02
    4.640593e+02    7.652515e-02
    4.641857e+02    7.353427e-02
    4.643131e+02    7.087787e-02
    4.644404e+02    6.854373e-02
    4.646102e+02    6.588139e-02
    4.647800e+02    6.368042e-02
    4.649215e+02    6.216548e-02
    4.650912e+02    6.069916e-02
    4.652609e+02    5.959031e-02
    4.654306e+02    5.882009e-02
    4.656003e+02    5.837704e-02
    4.657700e+02    5.825630e-02
    4.659292e+02    5.843742e-02
    4.660884e+02    5.891096e-02
    4.662475e+02    5.969069e-02
    4.664067e+02    6.079683e-02
    4.665659e+02    6.225639e-02
    4.667184e+02    6.401934e-02
    4.668676e+02    6.612750e-02
    4.670169e+02    6.866262e-02
    4.671661e+02    7.168450e-02
    4.673154e+02    7.526830e-02
    4.674485e+02    7.901733e-02
    4.675496e+02    8.226135e-02
    4.676506e+02    8.589895e-02
    4.677516e+02    8.998312e-02
    4.678527e+02    9.457715e-02
    4.679537e+02    9.975698e-02
    4.680600e+02    1.059420e-01
    4.681398e+02    1.111512e-01
    4.682195e+02    1.169224e-01
    4.682993e+02    1.233344e-01
    4.683790e+02    1.304814e-01
    4.684469e+02    1.372268e-01
    4.685148e+02    1.446687e-01
    4.685826e+02    1.529050e-01
    4.686505e+02    1.620527e-01
    4.687184e+02    1.722523e-01
    4.687921e+02    1.847186e-01
    4.688431e+02    1.943447e-01
    4.688942e+02    2.049036e-01
    4.689453e+02    2.165284e-01
    4.689964e+02    2.293816e-01
    4.690474e+02    2.436658e-01
    4.690985e+02    2.596414e-01
    4.691368e+02    2.729366e-01
    4.691772e+02    2.883951e-01
    4.692186e+02    3.060944e-01
    4.692600e+02    3.260875e-01
    4.692876e+02    3.409735e-01
    4.693152e+02    3.573668e-01
    4.693428e+02    3.755577e-01
    4.693704e+02    3.959134e-01
    4.693975e+02    4.184814e-01
    4.694246e+02    4.441496e-01
    4.694449e+02    4.658535e-01
    4.694653e+02    4.900580e-01
    4.694856e+02    5.171946e-01
    4.695060e+02    5.477740e-01
    4.695263e+02    5.824004e-01
    4.695467e+02    6.217851e-01
    4.695602e+02    6.510921e-01
    4.695738e+02    6.831649e-01
    4.695873e+02    7.183159e-01
    4.696036e+02    7.648644e-01
    4.696198e+02    8.169706e-01
    4.696360e+02    8.753782e-01
    4.696522e+02    9.409212e-01
    4.696684e+02    1.014532e+00
    4.696792e+02    1.068597e+00
    4.696900e+02    1.127045e+00
    4.697008e+02    1.190235e+00
    4.697116e+02    1.258553e+00
    4.697225e+02    1.332413e+00
    4.697333e+02    1.412254e+00
    4.697441e+02    1.498547e+00
    4.697549e+02    1.591788e+00
    4.697652e+02    1.687592e+00
    4.697799e+02    1.836911e+00
    4.697946e+02    2.002539e+00
    4.698043e+02    2.122814e+00
    4.698141e+02    2.251566e+00
    4.698239e+02    2.389329e+00
    4.698337e+02    2.536663e+00
    4.698435e+02    2.694150e+00
    4.698533e+02    2.862400e+00
    4.698631e+02    3.042047e+00
    4.698778e+02    3.334330e+00
    4.698925e+02    3.656068e+00
    4.699072e+02    4.009707e+00
    4.699210e+02    4.374907e+00
    4.699332e+02    4.723503e+00
    4.699454e+02    5.099194e+00
    4.699576e+02    5.503604e+00
    4.699698e+02    5.938409e+00
    4.699820e+02    6.405315e+00
    4.699942e+02    6.906075e+00
    4.700064e+02    7.442437e+00
    4.700186e+02    8.016194e+00
    4.700308e+02    8.629131e+00
    4.700430e+02    9.283037e+00
    4.700539e+02    9.904281e+00
    4.700676e+02    1.073423e+01
    4.700813e+02    1.162248e+01
    4.700950e+02    1.257141e+01
    4.701086e+02    1.358328e+01
    4.701223e+02    1.466025e+01
    4.701360e+02    1.580432e+01
    4.701497e+02    1.701731e+01
    4.701689e+02    1.883281e+01
    4.701873e+02    2.071676e+01
    4.702058e+02    2.273477e+01
    4.702243e+02    2.488819e+01
    4.702427e+02    2.717727e+01
    4.702648e+02    3.008815e+01
    4.702843e+02    3.281747e+01
    4.703038e+02    3.568850e+01
    4.703330e+02    4.024492e+01
    4.703590e+02    4.451511e+01
    4.703935e+02    5.048806e+01
    4.704475e+02    6.023522e+01
    4.705205e+02    7.356151e+01
    4.705667e+02    8.154240e+01
    4.706031e+02    8.728725e+01
    4.706384e+02    9.223322e+01
    4.706705e+02    9.606496e+01
    4.707016e+02    9.907147e+01
    4.707328e+02    1.013302e+02
    4.707598e+02    1.026151e+02
    4.707863e+02    1.032531e+02
    4.707999e+02    1.033348e+02
    4.708270e+02    1.030010e+02
    4.708531e+02    1.020592e+02
    4.708817e+02    1.003439e+02
    4.709074e+02    9.823220e+01
    4.709356e+02    9.533796e+01
    4.709605e+02    9.231236e+01
    4.709958e+02    8.738038e+01
    4.710172e+02    8.407766e+01
    4.710600e+02    7.692526e+01
    4.711183e+02    6.645390e+01
    4.711951e+02    5.244244e+01
    4.712354e+02    4.542539e+01
    4.712633e+02    4.080198e+01
    4.712930e+02    3.613542e+01
    4.713129e+02    3.319514e+01
    4.713338e+02    3.025366e+01
    4.713558e+02    2.734271e+01
    4.713778e+02    2.462232e+01
    4.713943e+02    2.270817e+01
    4.714108e+02    2.090198e+01
    4.714309e+02    1.884255e+01
    4.714511e+02    1.693939e+01
    4.714645e+02    1.575533e+01
    4.714779e+02    1.463729e+01
    4.714913e+02    1.358354e+01
    4.715047e+02    1.259219e+01
    4.715182e+02    1.166121e+01
    4.715339e+02    1.064168e+01
    4.715497e+02    9.698947e+00
    4.715655e+02    8.829279e+00
    4.715812e+02    8.028867e+00
    4.715931e+02    7.471687e+00
    4.716049e+02    6.949673e+00
    4.716167e+02    6.461207e+00
    4.716285e+02    6.004680e+00
    4.716404e+02    5.578504e+00
    4.716530e+02    5.155816e+00
    4.716660e+02    4.752326e+00
    4.716790e+02    4.379690e+00
    4.716920e+02    4.035992e+00
    4.717050e+02    3.719381e+00
    4.717180e+02    3.428072e+00
    4.717310e+02    3.160355e+00
    4.717440e+02    2.914592e+00
    4.717570e+02    2.689222e+00
    4.717700e+02    2.482758e+00
    4.717830e+02    2.293793e+00
    4.717942e+02    2.144075e+00
    4.718054e+02    2.005540e+00
    4.718166e+02    1.877424e+00
    4.718278e+02    1.759003e+00
    4.718390e+02    1.649594e+00
    4.718502e+02    1.548551e+00
    4.718614e+02    1.455268e+00
    4.718725e+02    1.369173e+00
    4.718837e+02    1.289728e+00
    4.718949e+02    1.216433e+00
    4.719061e+02    1.148817e+00
    4.719173e+02    1.086440e+00
    4.719285e+02    1.028894e+00
    4.719397e+02    9.757950e-01
    4.719509e+02    9.267899e-01
    4.719621e+02    8.815492e-01
    4.719736e+02    8.385283e-01
    4.719910e+02    7.802176e-01
    4.720083e+02    7.285406e-01
    4.720256e+02    6.826613e-01
    4.720429e+02    6.418445e-01
    4.720602e+02    6.054441e-01
    4.720775e+02    5.728936e-01
    4.720948e+02    5.436985e-01
    4.721121e+02    5.174277e-01
    4.721237e+02    5.013510e-01
    4.721468e+02    4.722076e-01
    4.721713e+02    4.449489e-01
    4.721959e+02    4.209327e-01
    4.722205e+02    3.996065e-01
    4.722451e+02    3.805225e-01
    4.722697e+02    3.633181e-01
    4.722943e+02    3.476998e-01
    4.723271e+02    3.289381e-01
    4.723598e+02    3.121341e-01
    4.723926e+02    2.969497e-01
    4.724277e+02    2.821861e-01
    4.724652e+02    2.678849e-01
    4.725027e+02    2.548510e-01
    4.725588e+02    2.372981e-01
    4.726150e+02    2.217514e-01
    4.726712e+02    2.078775e-01
    4.727290e+02    1.950899e-01
    4.727899e+02    1.829875e-01
    4.728508e+02    1.721061e-01
    4.729118e+02    1.622795e-01
    4.729727e+02    1.533707e-01
    4.730336e+02    1.452652e-01
    4.731060e+02    1.365505e-01
    4.731783e+02    1.286985e-01
    4.732507e+02    1.215969e-01
    4.733230e+02    1.151516e-01
    4.733954e+02    1.092834e-01
    4.734776e+02    1.032316e-01
    4.735647e+02    9.744288e-02
    4.736518e+02    9.221594e-02
    4.737389e+02    8.748077e-02
    4.738261e+02    8.317817e-02
    4.739216e+02    7.889960e-02
    4.740338e+02    7.438252e-02
    4.741460e+02    7.034641e-02
    4.742583e+02    6.672792e-02
    4.743705e+02    6.347419e-02
